0,0,87509262330,376,ff01d400
1,0,87509265362,452,ff01d400
2,0,87509266994,1300,e0103400
3,0,87509271122,452,e0103400
4,0,87509272678,280804,e0103400
5,1,87509554562,728,e026a400
6,2,87509556246,736,e026ac00
7,0,87509557894,293104,e0103400
8,0,87509852070,298212,e0103400
9,0,87510151178,297064,e0103400
10,0,87510449122,296960,e0103400
11,0,87510747010,297088,e0103400
12,0,87511045026,291720,e0103400
13,0,87511337642,296944,e0103400
14,0,87511635438,296592,e0103400
15,0,87511932874,296588,e0103400
16,0,87512230302,296580,e0103400
17,0,87512527746,296672,e0103400
18,0,87512825282,296872,e0103400
19,0,87513123030,297372,e0103400
20,0,87513421282,296972,e0103400
21,0,87513719142,296952,e0103400
22,0,87514016998,296936,e0103400
23,0,87514314830,296820,e0103400
24,0,87514612582,296308,e0103400
25,0,87514909826,296812,e0103400
26,0,87515207510,296956,e0103400
27,0,87515505306,297012,e0103400
28,3,87515803264,676,e026b400
29,0,87515804878,293636,e0103400
30,0,87516099478,296572,e0103400
31,0,87516396918,297276,e0103400
32,0,87516695062,297092,e0103400
33,0,87516993386,796,e0103400
34,0,87516995278,293792,e0103400
35,0,87517289958,296952,e0103400
36,0,87517587826,296924,e0103400
37,0,87517885674,593120,e0103400
38,0,87518480222,900,e0103400
39,0,87518481958,1092,ff01d400
40,0,87518484838,744,ff01d400
41,0,87518488234,448,ff01d400
42,0,87518489850,1428,e0103400
43,0,87518494226,452,e0103400
44,0,87518495794,282880,e0103400
45,0,87518779534,296156,e0103400
46,0,87519076578,297056,e0103400
47,0,87519374526,297152,e0103400
48,0,87519672570,297060,e0103400
49,0,87519970558,296900,e0103400
50,0,87520268390,296500,e0103400
51,0,87520565818,295984,e0103400
52,0,87520862674,296980,e0103400
53,0,87521160526,297080,e0103400
54,0,87521458474,296960,e0103400
55,0,87521756262,297116,e0103400
56,0,87522054210,297024,e0103400
57,0,87522352086,296768,e0103400
58,0,87522649710,297096,e0103400
59,0,87522947730,291500,e0103400
60,0,87523240170,296780,e0103400
61,0,87523537866,296652,e0103400
62,0,87523835414,296620,e0103400
63,0,87524132918,297076,e0103400
64,0,87524430882,296732,e0103400
65,0,87524728490,296952,e0103400
66,0,87525026318,297076,e0103400
67,0,87525324258,296988,e0103400
68,0,87525622086,296888,e0103400
69,0,87525919810,297104,e0103400
70,0,87526217750,296892,e0103400
71,0,87526515522,296664,e0103400
72,1,87526813194,724,e026a400
73,2,87526814974,688,e026ac00
74,0,87526816554,293472,e0103400
75,0,87527111106,293600,e0103400
76,0,87527405598,296436,e0103400
77,0,87527702902,297076,e0103400
78,0,87528000858,598776,e0103400
79,0,87528600986,940,e0103400
80,0,87528602778,1132,f7fc1400
81,0,87528606878,620,f7fc1400
82,0,87528609246,2336,f7fc1400
83,0,87528612414,1280,f7fc1400
84,0,87528614574,1520,f7fc1400
85,0,87528617006,656,f7fc1400
86,0,87528619514,2104,f7fc1400
87,0,87528622482,964,f7fc1400
88,0,87528624314,1324,f7fc1400
89,1,87528626598,1992,f7fc2400
90,0,87528629506,612,f7fc1400
91,1,87528631066,796,f7fc2400
92,0,87528632854,2124,f7fc1400
93,0,87528635918,844,f7fc1400
94,0,87528637590,900,f7fc1400
95,2,87528639426,1860,f7fc2c00
96,0,87528642218,476,f7fc1400
97,2,87528643734,732,f7fc2c00
98,0,87528645398,1944,f7fc1400
99,0,87528648314,812,f7fc1400
100,0,87528650006,948,f7fc1400
101,3,87528651956,2068,f7fc3400
102,0,87528654946,504,f7fc1400
103,3,87528656436,760,f7fc3400
104,0,87528658150,980,f7fc1400
105,0,87528660094,2140,f7fc1400
106,0,87528663098,936,f7fc1400
107,0,87528664950,852,f7fc1400
108,0,87528666754,476,f7fc1400
109,0,87528670570,2880,f7fc1400
110,0,87528674282,548,f7fc1400
111,0,87528675962,1128,ff01d400
112,0,87528678914,928,f7fc3c00
113,0,87535828198,3208,f7fc1400
114,0,87535833874,752,f7fc1400
115,0,87535835486,2276,f7fc1400
116,0,87535838618,936,f7fc1400
117,0,87535840422,872,f7fc1400
118,0,87535842170,484,f7fc1400
119,1,87535845506,916,e026a400
120,0,87535845506,1640,f7fc1400
121,1,87535848362,1388,e026a400
122,0,87535850702,2124,f7fc1400
123,0,87535853730,876,f7fc1400
124,0,87535855430,976,f7fc1400
125,1,87535857402,1724,f7fc4400
126,0,87535860130,508,f7fc1400
127,1,87535861594,588,f7fc4400
128,0,87535864654,1544,f7fc1400
129,2,87535867238,1068,e026ac00
130,0,87535869210,1976,f7fc1400
131,0,87535872110,888,f7fc1400
132,0,87535873898,956,f7fc1400
133,2,87535875898,1712,f7fc4c00
134,0,87535878550,460,f7fc1400
135,2,87535879986,532,f7fc4c00
136,0,87535882804,1434,f7fc1400
137,0,87535885270,1916,f7fc1400
138,3,87535888136,1028,e026b400
139,0,87535890090,956,f7fc1400
140,3,87535892100,1192,f7fc5400
141,3,87535895544,812,e026b400
142,0,87535895544,1546,f7fc1400
143,3,87535898164,1040,f7fc5400
144,0,87535900134,472,f7fc1400
145,0,87535904544,1418,f7fc1400
146,3,87535906952,1072,e026b400
147,0,87535908930,1996,f7fc1400
148,0,87535911854,836,f7fc1400
149,0,87535913546,1228,f7fc1400
150,3,87535915740,1780,f7fc2400
151,0,87535918450,580,f7fc1400
152,3,87535920012,536,f7fc2400
153,0,87535922790,1384,f7fc1400
154,2,87535925178,1012,e026ac00
155,0,87535927134,2000,f7fc1400
156,0,87535930094,612,f7fc1400
157,0,87535931610,740,f7fc1400
158,0,87535933222,1048,f7fc1400
159,2,87535935358,1296,f7fc3c00
160,1,87535938818,888,e026a400
161,0,87535938818,1544,f7fc1400
162,1,87535941414,1040,e026a400
163,0,87535943454,2224,f7fc1400
164,0,87535946610,836,f7fc1400
165,0,87535948266,1100,f7fc1400
166,1,87535950294,1792,f7fc3400
167,0,87535953038,612,f7fc1400
168,1,87535954650,540,f7fc3400
169,0,87535956254,2220,f7fc1400
170,0,87535959502,460,f7fc1400
171,0,87535961254,952,f7fc1c00
172,0,87543113922,2280,f7fc1400
173,0,87543117906,432,f7fc1400
174,0,87543121486,1396,f7fc1400
175,2,87543123918,1100,e026ac00
176,0,87543125946,2164,f7fc1400
177,0,87543128974,876,f7fc1400
178,0,87543130666,1080,f7fc1400
179,2,87543132706,1740,f7fc2c00
180,0,87543135382,548,f7fc1400
181,2,87543136986,520,f7fc2c00
182,0,87543138506,1804,f7fc1400
183,0,87543141246,852,f7fc1400
184,0,87543143286,980,f7fc1c00
185,0,87547015150,1960,f7fc1400
186,0,87547020400,1402,f7fc1400
187,0,87547022946,1932,f7fc1400
188,3,87547025860,992,e026b400
189,0,87547027766,888,f7fc1400
190,0,87547029546,1040,f7fc1400
191,3,87547031544,1768,f7fc4400
192,0,87547034242,536,f7fc1400
193,3,87547035836,544,f7fc4400
194,0,87547037294,1404,f7fc1400
195,0,87547039670,748,f7fc1400
196,0,87547041670,876,f7fc1c00
197,0,87556812930,2228,f7fc1400
198,1,87556818182,884,e026a400
199,0,87556818182,1528,f7fc1400
200,1,87556820846,1004,e026a400
201,0,87556822774,1984,f7fc1400
202,0,87556825702,852,f7fc1400
203,0,87556827382,908,f7fc1400
204,1,87556829202,1744,f7fc4c00
205,0,87556831862,516,f7fc1400
206,1,87556833534,548,f7fc4c00
207,0,87556834998,1568,f7fc1400
208,0,87556837530,720,f7fc1400
209,0,87556839374,884,f7fc1c00
210,0,87569854242,2144,f7fc1400
